Student Name,Student ID,GPA,Tardies,Grade Level,Absences,Missing Assignments
Student 5465,6465,0.95,4,9,10,4
Student 5466,6466,2.85,0,12,7,4
Student 5467,6467,3.7,3,10,15,0
Student 5468,6468,4.19,10,9,14,3
Student 5469,6469,1.71,7,9,10,2
Student 5470,6470,1.02,1,10,14,0
Student 5471,6471,0.96,8,9,5,2
Student 5472,6472,4.01,5,9,2,1
Student 5473,6473,2.75,1,12,1,3
Student 5474,6474,1.7,10,11,4,4
Student 5475,6475,0.53,5,12,11,2
Student 5476,6476,1.54,9,12,5,0
Student 5477,6477,1.43,6,12,12,1
Student 5478,6478,3.87,9,10,5,1
Student 5479,6479,3.82,1,9,6,1
Student 5480,6480,3.25,3,12,4,2
Student 5481,6481,2.77,6,9,3,1
Student 5482,6482,4.13,0,12,12,5
Student 5483,6483,1.05,2,10,13,3
Student 5484,6484,0.58,10,9,15,1
Student 5485,6485,2.66,2,10,1,4
Student 5486,6486,2.58,10,10,2,1
Student 5487,6487,3.0,8,10,0,4
Student 5488,6488,1.07,6,12,14,4
Student 5489,6489,0.96,5,12,0,5
Student 5490,6490,1.28,3,11,14,1
Student 5491,6491,1.3,1,12,7,4
Student 5492,6492,1.47,9,10,1,2
Student 5493,6493,2.85,9,10,9,3
Student 5494,6494,1.35,1,10,4,4
Student 5495,6495,0.82,7,9,15,5
Student 5496,6496,3.49,9,12,11,3
Student 5497,6497,0.93,3,10,4,2
Student 5498,6498,3.85,5,12,0,0
Student 5499,6499,1.48,1,9,6,1
Student 5500,6500,2.04,1,12,0,5
Student 5501,6501,1.81,2,9,0,4
Student 5502,6502,3.74,5,11,2,2
Student 5503,6503,3.75,5,9,13,1
Student 5504,6504,1.94,0,12,4,0
Student 5505,6505,3.36,0,9,1,3
Student 5506,6506,0.5,9,12,2,2
Student 5507,6507,0.64,4,9,5,5
Student 5508,6508,1.64,7,12,11,3
Student 5509,6509,0.74,2,10,13,5
Student 5510,6510,2.24,6,11,8,0
Student 5511,6511,3.88,6,11,9,1
Student 5512,6512,1.96,10,12,10,2
Student 5513,6513,1.52,7,12,3,0
Student 5514,6514,4.08,6,10,15,1
Student 5515,6515,1.22,6,9,12,5
Student 5516,6516,2.63,10,11,13,1
Student 5517,6517,3.55,9,10,14,3
Student 5518,6518,1.38,5,11,6,0
Student 5519,6519,0.59,7,10,2,5
Student 5520,6520,3.41,8,9,3,1
Student 5521,6521,2.71,10,9,7,5
Student 5522,6522,4.16,7,12,9,4
Student 5523,6523,0.84,0,11,0,2
Student 5524,6524,0.77,0,9,6,2
Student 5525,6525,0.82,6,10,11,1
Student 5526,6526,4.14,8,11,7,1
Student 5527,6527,1.41,7,9,10,0
Student 5528,6528,2.63,2,11,12,3
Student 5529,6529,1.87,9,12,9,1
Student 5530,6530,0.84,9,12,12,1
Student 5531,6531,2.68,7,12,6,3
Student 5532,6532,3.11,3,9,3,4
Student 5533,6533,0.8,4,11,11,1
Student 5534,6534,3.38,9,12,3,3
Student 5535,6535,2.99,5,11,9,5
Student 5536,6536,2.21,0,11,5,0
Student 5537,6537,0.79,7,10,11,2
Student 5538,6538,3.19,2,10,9,1
Student 5539,6539,3.73,6,10,14,5
Student 5540,6540,2.75,0,10,12,5
Student 5541,6541,3.73,6,12,10,2
Student 5542,6542,4.16,7,10,6,3
Student 5543,6543,3.44,3,10,14,1
Student 5544,6544,0.94,0,10,10,2
Student 5545,6545,3.71,7,10,12,2
Student 5546,6546,1.95,4,11,14,1
Student 5547,6547,2.42,2,10,13,0
Student 5548,6548,1.54,7,12,8,0
Student 5549,6549,2.53,1,12,8,0
Student 5550,6550,3.19,2,12,8,4
Student 5551,6551,2.82,7,10,12,1
Student 5552,6552,3.07,7,10,8,0
Student 5553,6553,3.76,9,9,15,5
Student 5554,6554,3.39,1,10,3,4
Student 5555,6555,4.22,3,9,8,2
Student 5556,6556,2.34,3,12,1,4
Student 5557,6557,3.22,8,11,1,3
Student 5558,6558,2.17,5,9,3,3
Student 5559,6559,3.47,7,11,0,2
Student 5560,6560,3.42,4,12,0,4
Student 5561,6561,0.66,4,9,0,4
Student 5562,6562,2.05,7,12,6,3
Student 5563,6563,1.08,1,9,5,2
Student 5564,6564,0.88,3,11,5,2
Student 5565,6565,2.77,8,11,2,2
Student 5566,6566,1.66,5,9,1,1
Student 5567,6567,2.2,10,12,5,4
Student 5568,6568,1.49,2,12,8,5
Student 5569,6569,3.74,5,10,6,1
Student 5570,6570,3.78,1,11,5,4
Student 5571,6571,1.13,3,12,0,5
Student 5572,6572,3.51,3,11,1,3
Student 5573,6573,2.59,10,12,8,3
Student 5574,6574,1.02,4,11,5,2
Student 5575,6575,2.66,2,9,15,4
Student 5576,6576,0.71,6,12,6,4
Student 5577,6577,2.87,7,9,8,3
Student 5578,6578,0.83,10,12,10,3
Student 5579,6579,1.85,6,9,15,1
Student 5580,6580,3.56,2,10,7,2
Student 5581,6581,2.7,4,11,14,5
Student 5582,6582,2.35,7,10,6,5
Student 5583,6583,1.02,4,9,7,5
Student 5584,6584,1.24,6,10,2,2
Student 5585,6585,3.08,0,9,13,5
Student 5586,6586,1.68,0,11,1,4
Student 5587,6587,2.59,9,11,4,0
Student 5588,6588,1.09,10,12,12,1
Student 5589,6589,2.86,1,10,12,0
Student 5590,6590,3.97,0,12,4,3
Student 5591,6591,3.04,9,10,1,4
Student 5592,6592,1.92,5,12,10,4
Student 5593,6593,1.61,0,11,15,4
Student 5594,6594,2.28,2,9,15,0
Student 5595,6595,2.3,0,9,9,1
Student 5596,6596,3.85,6,11,8,3
Student 5597,6597,4.19,1,11,11,5
Student 5598,6598,2.1,8,9,3,2
Student 5599,6599,1.75,5,9,4,1
Student 5600,6600,3.06,6,9,10,1
Student 5601,6601,1.56,7,9,8,5
Student 5602,6602,0.93,10,12,9,2
Student 5603,6603,0.52,7,10,0,2
Student 5604,6604,0.67,8,12,15,2
Student 5605,6605,0.81,6,12,15,3
Student 5606,6606,3.44,8,11,9,0
Student 5607,6607,0.86,1,11,4,3
Student 5608,6608,2.64,10,11,6,5
Student 5609,6609,2.14,5,11,14,5
Student 5610,6610,1.42,3,10,12,1
Student 5611,6611,2.47,0,9,12,4
Student 5612,6612,4.21,10,12,3,1
Student 5613,6613,0.95,0,10,14,2
Student 5614,6614,3.76,4,9,15,4
Student 5615,6615,0.52,8,9,4,4
Student 5616,6616,2.01,1,12,3,1
Student 5617,6617,2.42,3,11,10,1
Student 5618,6618,3.52,0,9,2,3
Student 5619,6619,2.63,6,9,6,5
Student 5620,6620,2.26,4,9,12,5
Student 5621,6621,3.15,9,10,0,5
Student 5622,6622,1.19,8,11,1,4
Student 5623,6623,1.7,3,12,10,4
Student 5624,6624,1.37,9,10,8,4
Student 5625,6625,0.81,7,12,0,5
Student 5626,6626,2.85,8,12,10,2
Student 5627,6627,2.65,9,9,15,0
Student 5628,6628,2.6,6,12,6,3
Student 5629,6629,3.86,1,10,2,3
Student 5630,6630,4.08,10,11,11,3
Student 5631,6631,3.16,1,12,11,2
Student 5632,6632,4.27,10,11,8,2
Student 5633,6633,1.36,5,10,15,0
Student 5634,6634,0.67,5,9,6,4
Student 5635,6635,1.52,5,11,9,4
Student 5636,6636,1.96,3,9,10,1
Student 5637,6637,3.01,8,10,5,4
Student 5638,6638,1.54,0,12,15,5
Student 5639,6639,1.39,0,11,11,3
Student 5640,6640,1.88,6,9,13,0
Student 5641,6641,1.96,8,11,11,5
Student 5642,6642,2.44,9,12,9,2
Student 5643,6643,1.75,4,9,15,0
Student 5644,6644,1.04,3,10,15,2
Student 5645,6645,0.57,5,10,1,4
Student 5646,6646,1.19,4,11,13,2
Student 5647,6647,2.0,5,11,0,5
Student 5648,6648,3.95,5,11,7,3
Student 5649,6649,1.78,2,10,11,5
Student 5650,6650,1.58,2,12,6,5
Student 5651,6651,1.54,8,10,11,3
Student 5652,6652,2.03,3,9,0,5
Student 5653,6653,3.71,4,11,4,2
Student 5654,6654,0.99,10,10,9,2
Student 5655,6655,3.11,6,10,14,1
Student 5656,6656,1.66,8,11,11,0
Student 5657,6657,2.26,6,10,8,4
Student 5658,6658,1.43,7,10,12,2
Student 5659,6659,3.29,3,12,7,5
Student 5660,6660,1.63,7,10,7,4
Student 5661,6661,2.81,2,12,8,0
Student 5662,6662,2.05,7,11,6,4
Student 5663,6663,2.1,7,12,10,2
Student 5664,6664,4.08,5,9,13,5
Student 5665,6665,2.69,4,11,6,5
Student 5666,6666,3.05,0,10,4,2
Student 5667,6667,4.03,9,10,7,0
Student 5668,6668,1.46,5,9,1,2
Student 5669,6669,2.33,10,12,4,1
Student 5670,6670,3.54,10,12,12,1
Student 5671,6671,3.73,7,12,6,2
Student 5672,6672,1.15,0,12,6,0
Student 5673,6673,1.56,1,9,11,0
Student 5674,6674,1.52,6,9,1,0
Student 5675,6675,0.84,8,12,14,1
Student 5676,6676,3.94,7,12,3,2
Student 5677,6677,2.98,1,12,2,3
Student 5678,6678,2.83,6,12,2,4
Student 5679,6679,2.77,0,9,4,1
Student 5680,6680,2.4,6,11,2,5
Student 5681,6681,3.25,2,12,13,3
Student 5682,6682,0.96,3,10,2,5
Student 5683,6683,0.8,9,9,6,2
Student 5684,6684,0.97,7,9,13,3
Student 5685,6685,1.59,0,9,3,0
Student 5686,6686,4.03,5,11,12,1
Student 5687,6687,3.61,3,9,10,3
Student 5688,6688,2.4,7,10,15,1
Student 5689,6689,1.61,2,10,12,5
Student 5690,6690,0.7,1,12,2,3
Student 5691,6691,2.1,7,12,6,0
Student 5692,6692,1.59,8,11,0,1
Student 5693,6693,3.59,0,12,1,1
Student 5694,6694,3.44,4,11,15,4
Student 5695,6695,2.07,5,10,10,2
Student 5696,6696,2.21,7,9,2,0
Student 5697,6697,1.73,10,10,2,3
Student 5698,6698,3.47,10,11,2,4
Student 5699,6699,2.94,8,10,6,5
Student 5700,6700,4.2,1,12,1,4
Student 5701,6701,3.39,4,9,3,1
Student 5702,6702,1.78,8,9,10,5
Student 5703,6703,3.81,10,12,10,1
Student 5704,6704,1.04,3,9,10,3
Student 5705,6705,1.84,5,12,15,5
Student 5706,6706,2.53,0,12,14,5
Student 5707,6707,1.18,9,10,4,0
Student 5708,6708,1.07,0,12,15,1
Student 5709,6709,3.92,9,11,14,1
Student 5710,6710,4.29,7,10,12,0
Student 5711,6711,2.53,0,9,11,5
Student 5712,6712,2.44,10,10,3,3
Student 5713,6713,1.04,7,10,14,3
Student 5714,6714,0.59,3,11,8,1
Student 5715,6715,1.99,4,11,10,3
Student 5716,6716,3.0,2,11,7,0
Student 5717,6717,3.17,2,12,10,4
Student 5718,6718,4.01,0,11,7,4
Student 5719,6719,3.06,1,10,9,1
Student 5720,6720,0.73,10,10,14,3
Student 5721,6721,1.1,0,10,4,4
Student 5722,6722,1.52,10,12,10,0
Student 5723,6723,1.15,9,11,13,2
Student 5724,6724,2.73,8,11,0,4
Student 5725,6725,2.97,9,10,2,5
Student 5726,6726,3.53,2,9,7,0
Student 5727,6727,2.09,8,10,12,5
Student 5728,6728,0.97,4,12,2,5
Student 5729,6729,3.89,0,10,1,3
Student 5730,6730,3.79,9,11,11,3
Student 5731,6731,0.52,10,10,5,0
Student 5732,6732,2.57,9,10,5,1
Student 5733,6733,1.37,1,11,14,2
Student 5734,6734,3.03,6,10,3,1
Student 5735,6735,1.31,9,12,2,5
Student 5736,6736,4.06,2,12,4,1
Student 5737,6737,1.71,4,9,3,1
Student 5738,6738,2.85,0,12,15,5
Student 5739,6739,1.54,9,9,6,0
Student 5740,6740,1.07,10,10,14,0
Student 5741,6741,0.89,4,12,1,5
Student 5742,6742,4.11,2,9,10,1
Student 5743,6743,2.91,3,11,15,0
Student 5744,6744,3.7,8,12,12,2
Student 5745,6745,1.6,7,11,0,1
Student 5746,6746,3.22,8,12,10,2
Student 5747,6747,4.21,5,12,6,0
Student 5748,6748,0.99,7,11,9,1
Student 5749,6749,3.88,2,10,3,2
Student 5750,6750,3.79,5,12,8,0
Student 5751,6751,1.79,5,9,0,0
Student 5752,6752,2.22,3,12,1,5
Student 5753,6753,0.66,2,9,0,1
Student 5754,6754,1.61,6,9,15,1
Student 5755,6755,0.6,6,10,3,4
Student 5756,6756,2.57,8,11,8,1
Student 5757,6757,0.76,10,11,5,5
Student 5758,6758,3.71,3,12,15,5
Student 5759,6759,4.19,9,11,12,2
Student 5760,6760,3.72,3,9,14,2
Student 5761,6761,3.17,0,10,9,4
Student 5762,6762,4.08,2,9,6,2
Student 5763,6763,3.08,8,11,7,3
Student 5764,6764,3.25,8,10,12,3
Student 5765,6765,3.62,1,10,9,4
Student 5766,6766,3.53,3,9,9,0
Student 5767,6767,1.02,9,11,14,5
Student 5768,6768,3.14,2,9,2,4
Student 5769,6769,0.69,1,9,8,2
Student 5770,6770,1.78,3,11,12,0
Student 5771,6771,1.45,2,11,10,0
Student 5772,6772,3.79,2,11,10,3
Student 5773,6773,3.92,0,9,7,4
Student 5774,6774,2.79,5,10,12,1
Student 5775,6775,3.61,2,10,8,5
Student 5776,6776,3.77,2,10,6,2
Student 5777,6777,0.6,0,12,7,2
Student 5778,6778,1.44,2,10,2,1
Student 5779,6779,2.91,9,10,14,0
Student 5780,6780,2.27,0,10,5,2
Student 5781,6781,1.35,6,10,2,4
Student 5782,6782,3.27,3,11,12,4
Student 5783,6783,1.21,10,11,7,4
Student 5784,6784,2.22,8,11,13,4
Student 5785,6785,1.02,7,9,11,5
Student 5786,6786,1.09,0,11,0,2
Student 5787,6787,3.44,10,10,5,1
Student 5788,6788,1.18,7,11,14,5
Student 5789,6789,3.83,1,10,4,1
Student 5790,6790,1.89,3,10,8,5
Student 5791,6791,3.89,8,11,15,5
Student 5792,6792,0.92,10,9,9,0
Student 5793,6793,2.47,0,12,14,4
Student 5794,6794,2.04,3,9,11,3
Student 5795,6795,1.84,8,10,0,2
Student 5796,6796,1.9,2,9,11,2
Student 5797,6797,3.81,9,10,0,0
Student 5798,6798,3.76,7,10,11,2
Student 5799,6799,0.85,1,11,8,5
Student 5800,6800,0.72,4,12,4,0
Student 5801,6801,2.03,6,10,0,5
Student 5802,6802,2.5,3,9,14,5
Student 5803,6803,1.95,6,12,8,0
Student 5804,6804,1.84,9,12,3,0
Student 5805,6805,3.47,10,11,2,4
Student 5806,6806,1.44,8,10,11,1
Student 5807,6807,1.44,6,10,13,3
Student 5808,6808,1.91,9,12,15,1
Student 5809,6809,2.35,1,9,1,3
Student 5810,6810,3.79,3,11,13,4
Student 5811,6811,0.97,9,11,3,0
Student 5812,6812,2.57,10,10,9,0
Student 5813,6813,1.98,4,10,6,4
Student 5814,6814,3.51,7,11,14,1
Student 5815,6815,3.5,3,10,13,2
Student 5816,6816,2.02,2,9,2,2
Student 5817,6817,2.2,4,10,1,3
Student 5818,6818,3.21,9,10,1,1
Student 5819,6819,2.07,9,9,7,4
Student 5820,6820,2.37,9,10,6,2
Student 5821,6821,1.13,10,12,8,4
Student 5822,6822,3.44,5,9,2,0
Student 5823,6823,0.56,8,9,4,1
Student 5824,6824,3.71,6,12,15,5
Student 5825,6825,4.11,1,11,6,2
Student 5826,6826,1.76,1,9,11,0
Student 5827,6827,3.88,8,11,10,2
Student 5828,6828,2.74,9,11,8,3
Student 5829,6829,4.27,8,12,3,1
Student 5830,6830,2.64,9,12,3,4
Student 5831,6831,2.22,4,10,8,4
Student 5832,6832,1.26,0,10,7,5
Student 5833,6833,4.04,5,10,12,5
Student 5834,6834,0.98,2,12,4,3
Student 5835,6835,3.28,1,9,13,1
Student 5836,6836,2.57,9,12,10,2
Student 5837,6837,2.94,6,10,5,4
Student 5838,6838,3.48,0,9,6,5
Student 5839,6839,4.29,1,12,9,0
Student 5840,6840,1.45,2,12,14,1
Student 5841,6841,2.14,6,12,12,5
Student 5842,6842,0.53,7,9,6,0
Student 5843,6843,1.5,3,9,4,2
Student 5844,6844,3.93,7,11,4,1
Student 5845,6845,3.06,6,11,9,3
Student 5846,6846,1.08,2,11,15,4
Student 5847,6847,1.73,1,12,0,5
Student 5848,6848,3.63,0,9,9,0
Student 5849,6849,3.71,8,12,11,4
Student 5850,6850,3.26,10,11,10,3
Student 5851,6851,2.97,6,10,3,5
Student 5852,6852,1.25,8,11,5,0
Student 5853,6853,3.91,2,10,5,4
Student 5854,6854,3.14,4,9,11,2
Student 5855,6855,4.05,7,9,2,3
Student 5856,6856,3.19,8,11,5,5
Student 5857,6857,3.04,6,12,12,2
Student 5858,6858,3.06,1,9,15,1
Student 5859,6859,2.76,6,9,10,4
Student 5860,6860,1.98,0,11,4,4
Student 5861,6861,3.67,8,11,4,2
Student 5862,6862,2.42,6,9,8,4
Student 5863,6863,2.78,6,11,13,1
Student 5864,6864,2.62,3,12,3,2
Student 5865,6865,2.92,6,12,5,3
Student 5866,6866,0.77,9,9,10,3
Student 5867,6867,1.52,2,11,11,2
Student 5868,6868,1.96,2,11,2,4
Student 5869,6869,1.57,3,10,2,0
Student 5870,6870,3.93,7,11,5,4
Student 5871,6871,1.42,6,11,5,2
Student 5872,6872,2.81,8,10,0,0
Student 5873,6873,0.5,3,12,4,2
Student 5874,6874,1.67,0,12,11,5
Student 5875,6875,3.69,8,9,1,2
Student 5876,6876,0.7,0,11,9,1
Student 5877,6877,2.43,4,11,9,5
Student 5878,6878,2.11,7,10,11,5
Student 5879,6879,4.17,1,10,2,0
Student 5880,6880,4.18,0,10,14,1
Student 5881,6881,3.49,6,11,2,5
Student 5882,6882,3.4,7,12,2,5
Student 5883,6883,2.52,10,11,14,0
Student 5884,6884,0.86,3,9,9,2
Student 5885,6885,3.64,1,10,0,1
Student 5886,6886,4.27,3,12,11,4
Student 5887,6887,4.05,6,10,9,5
Student 5888,6888,1.83,3,9,4,0
Student 5889,6889,2.71,7,12,8,0
Student 5890,6890,3.97,5,12,8,2
Student 5891,6891,2.09,8,10,9,2
Student 5892,6892,0.75,7,10,4,1
Student 5893,6893,3.89,2,9,13,3
Student 5894,6894,1.56,6,12,3,3
Student 5895,6895,3.62,5,10,9,2
Student 5896,6896,3.66,2,12,11,1
Student 5897,6897,4.19,0,9,15,1
Student 5898,6898,3.53,7,11,7,3
Student 5899,6899,0.66,3,12,8,3
Student 5900,6900,1.67,9,11,4,5
Student 5901,6901,2.78,7,10,3,1
Student 5902,6902,3.23,1,11,14,1
Student 5903,6903,2.22,2,11,2,3
Student 5904,6904,0.81,7,10,5,4
Student 5905,6905,0.81,7,11,14,4
Student 5906,6906,3.6,6,12,0,5
Student 5907,6907,3.53,5,12,9,2
Student 5908,6908,3.77,4,9,5,3
Student 5909,6909,3.86,1,11,10,1
Student 5910,6910,2.9,5,11,4,1
Student 5911,6911,1.04,7,12,8,0
Student 5912,6912,3.41,9,12,7,3
Student 5913,6913,1.18,4,12,11,4
Student 5914,6914,1.01,3,9,9,3
Student 5915,6915,2.22,2,10,12,2
Student 5916,6916,1.22,6,9,13,4
Student 5917,6917,1.47,8,10,10,4
Student 5918,6918,2.36,10,11,8,1
Student 5919,6919,2.83,4,11,1,0
Student 5920,6920,3.2,4,11,13,5
Student 5921,6921,2.5,6,11,0,4
Student 5922,6922,2.17,0,12,11,0
Student 5923,6923,0.83,10,11,4,4
Student 5924,6924,2.22,8,12,12,2
Student 5925,6925,2.03,9,12,14,2
Student 5926,6926,1.15,9,10,8,1
Student 5927,6927,3.61,5,12,13,4
Student 5928,6928,1.64,10,10,9,3
Student 5929,6929,2.1,10,9,5,2
Student 5930,6930,0.71,1,11,4,5
Student 5931,6931,1.82,5,9,6,4
Student 5932,6932,2.76,2,9,0,3
Student 5933,6933,3.9,0,10,14,1
Student 5934,6934,1.28,1,10,7,5
Student 5935,6935,4.28,7,12,15,3
Student 5936,6936,2.97,8,10,13,0
Student 5937,6937,3.09,7,12,6,2
Student 5938,6938,0.97,5,11,12,2
Student 5939,6939,1.93,6,11,15,0
Student 5940,6940,3.54,3,11,3,3
Student 5941,6941,3.95,4,10,11,0
Student 5942,6942,3.36,4,9,8,0
Student 5943,6943,2.29,1,11,10,3
Student 5944,6944,2.62,0,10,1,3
Student 5945,6945,2.05,10,9,5,2
Student 5946,6946,3.24,0,12,2,1
Student 5947,6947,2.77,0,10,12,3
Student 5948,6948,1.34,6,9,6,0
Student 5949,6949,1.32,8,10,8,4
Student 5950,6950,1.13,5,10,15,4
Student 5951,6951,4.26,8,11,6,4
Student 5952,6952,3.25,0,12,2,0
Student 5953,6953,3.16,2,9,0,2
Student 5954,6954,2.19,9,12,5,1
Student 5955,6955,1.41,4,12,9,0
Student 5956,6956,3.34,0,10,9,1
Student 5957,6957,0.89,9,9,13,5
Student 5958,6958,0.57,6,12,15,4
Student 5959,6959,3.1,0,11,7,5
Student 5960,6960,3.15,6,9,13,1
Student 5961,6961,3.67,4,12,10,0
Student 5962,6962,1.24,5,11,14,2
Student 5963,6963,2.76,5,12,10,1
Student 5964,6964,2.91,1,12,3,1
Student 5965,6965,4.09,7,11,10,3
Student 5966,6966,1.46,4,11,14,0
Student 5967,6967,3.49,3,11,8,0
Student 5968,6968,0.84,8,10,4,3
Student 5969,6969,2.93,4,11,4,1
Student 5970,6970,2.1,3,9,1,0
Student 5971,6971,2.78,8,10,5,3
Student 5972,6972,2.0,10,11,10,5
Student 5973,6973,3.05,5,9,0,5
Student 5974,6974,1.05,3,12,15,1
Student 5975,6975,3.08,10,9,6,3
Student 5976,6976,2.17,1,11,13,5
Student 5977,6977,1.41,8,9,13,2
Student 5978,6978,2.61,5,11,11,4
Student 5979,6979,3.59,6,11,4,3
Student 5980,6980,0.76,9,9,8,3
Student 5981,6981,4.29,9,9,2,1
Student 5982,6982,0.65,6,11,9,4
Student 5983,6983,1.2,0,11,14,5
Student 5984,6984,1.18,5,10,14,4
Student 5985,6985,2.96,3,12,5,0
Student 5986,6986,3.44,5,11,10,3
Student 5987,6987,1.52,5,11,8,3
Student 5988,6988,3.48,0,11,4,0
Student 5989,6989,3.87,4,10,15,3
Student 5990,6990,4.23,9,11,3,5
Student 5991,6991,3.43,8,10,15,4
Student 5992,6992,1.67,6,11,12,1
Student 5993,6993,0.73,10,10,9,1
Student 5994,6994,3.46,0,9,6,2
Student 5995,6995,0.87,1,9,11,5
Student 5996,6996,3.89,5,12,12,5
Student 5997,6997,0.77,2,12,6,3
Student 5998,6998,2.78,9,12,13,4
Student 5999,6999,2.82,9,11,3,5
Student 6000,7000,2.6,6,12,7,5
Student 6001,7001,2.26,5,12,8,5
Student 6002,7002,1.0,7,11,0,5
Student 6003,7003,0.82,5,11,5,2
Student 6004,7004,3.24,4,12,4,4
Student 6005,7005,3.38,7,12,9,5
Student 6006,7006,2.78,6,12,5,2
Student 6007,7007,0.59,9,9,8,5
Student 6008,7008,1.04,9,10,2,2
Student 6009,7009,3.41,1,11,15,5
Student 6010,7010,1.66,8,10,14,1
Student 6011,7011,1.67,10,9,6,3
Student 6012,7012,1.27,4,11,7,3
Student 6013,7013,3.79,9,11,1,2
Student 6014,7014,1.96,1,11,5,1
Student 6015,7015,3.76,1,10,4,2
Student 6016,7016,3.36,4,12,3,1
Student 6017,7017,0.52,7,11,2,3
Student 6018,7018,4.2,4,12,12,3
Student 6019,7019,1.49,3,9,3,4
Student 6020,7020,1.33,8,9,10,0
Student 6021,7021,2.66,7,9,12,2
Student 6022,7022,2.16,6,11,7,1
Student 6023,7023,4.12,0,12,14,5
Student 6024,7024,3.28,3,9,9,0
Student 6025,7025,3.63,7,9,1,5
Student 6026,7026,0.84,5,11,4,5
Student 6027,7027,4.17,9,9,8,5
Student 6028,7028,4.28,9,11,8,2
Student 6029,7029,2.09,4,10,6,5
Student 6030,7030,2.52,6,12,8,1
Student 6031,7031,0.95,0,9,2,5
Student 6032,7032,3.08,5,10,6,3
Student 6033,7033,1.79,1,10,10,3
Student 6034,7034,2.42,9,11,0,4
Student 6035,7035,0.55,5,9,3,5
Student 6036,7036,4.21,8,12,1,1
Student 6037,7037,4.06,6,11,1,5
Student 6038,7038,3.8,4,11,6,3
Student 6039,7039,1.29,4,10,8,2
Student 6040,7040,4.05,0,12,2,2
Student 6041,7041,3.64,5,12,15,1
Student 6042,7042,1.73,5,10,12,3
Student 6043,7043,3.3,0,9,11,2
Student 6044,7044,2.51,7,11,3,2
Student 6045,7045,2.04,4,11,1,3
Student 6046,7046,2.24,10,11,8,5
Student 6047,7047,1.98,8,12,1,4
Student 6048,7048,0.64,9,11,3,3
Student 6049,7049,0.51,9,11,14,1
Student 6050,7050,1.16,8,12,12,5
Student 6051,7051,0.65,7,11,4,2
Student 6052,7052,1.19,5,9,13,2
Student 6053,7053,1.48,9,10,10,5
Student 6054,7054,1.92,5,9,15,2
Student 6055,7055,0.61,4,12,15,2
Student 6056,7056,3.42,10,12,8,5
Student 6057,7057,1.21,9,9,8,3
Student 6058,7058,4.04,0,10,9,2
Student 6059,7059,2.09,2,10,13,4
Student 6060,7060,1.12,4,11,11,4
Student 6061,7061,2.29,4,9,5,3
Student 6062,7062,2.16,7,11,4,2
Student 6063,7063,1.87,8,12,12,1
Student 6064,7064,1.89,4,9,0,0
Student 6065,7065,1.13,4,9,2,4
Student 6066,7066,2.63,5,9,1,5
Student 6067,7067,3.9,1,11,8,0
Student 6068,7068,3.06,5,9,7,4
Student 6069,7069,3.95,2,9,5,2
Student 6070,7070,1.64,4,10,11,0
Student 6071,7071,1.45,9,9,7,5
Student 6072,7072,1.08,1,12,5,2
Student 6073,7073,0.77,7,11,4,2
Student 6074,7074,3.89,6,9,9,5
Student 6075,7075,2.55,10,12,4,4
Student 6076,7076,1.38,9,11,5,5
Student 6077,7077,1.01,10,12,3,5
Student 6078,7078,1.56,8,12,10,1
Student 6079,7079,2.03,3,9,8,3
Student 6080,7080,2.06,0,9,3,3
Student 6081,7081,1.88,6,9,9,2
Student 6082,7082,3.78,3,11,13,5
Student 6083,7083,4.13,3,12,0,3
Student 6084,7084,3.77,3,11,15,3
Student 6085,7085,1.96,5,10,7,0
Student 6086,7086,1.25,2,10,1,3
Student 6087,7087,2.31,3,10,13,3
Student 6088,7088,2.91,8,9,15,3
Student 6089,7089,1.7,3,9,2,0
Student 6090,7090,2.85,7,12,8,1
Student 6091,7091,1.99,6,11,2,5
Student 6092,7092,4.27,9,11,8,5
Student 6093,7093,3.19,4,10,6,0
Student 6094,7094,1.76,1,11,14,3
Student 6095,7095,2.55,9,10,8,2
Student 6096,7096,3.93,1,11,13,5
Student 6097,7097,3.32,4,11,3,1
Student 6098,7098,4.27,8,12,7,1
Student 6099,7099,1.37,8,11,0,2
Student 6100,7100,2.37,4,12,14,0
Student 6101,7101,4.23,8,11,5,2
Student 6102,7102,3.82,8,11,3,2
Student 6103,7103,2.68,5,10,9,4
Student 6104,7104,0.89,5,11,0,2
Student 6105,7105,0.88,1,10,9,2
Student 6106,7106,1.07,2,9,11,4
Student 6107,7107,3.06,10,10,14,0
Student 6108,7108,3.11,3,9,8,2
Student 6109,7109,1.4,1,12,6,1
Student 6110,7110,3.58,2,11,15,0
Student 6111,7111,2.9,8,11,3,3
Student 6112,7112,1.4,1,10,12,4
Student 6113,7113,2.18,2,11,6,3
Student 6114,7114,2.75,5,11,12,1
Student 6115,7115,1.11,9,10,4,2
Student 6116,7116,2.89,4,12,5,5
Student 6117,7117,1.15,6,12,10,4
Student 6118,7118,3.11,1,12,14,3
Student 6119,7119,0.55,5,12,5,2
Student 6120,7120,4.26,0,10,2,3
Student 6121,7121,3.05,6,10,14,0
Student 6122,7122,2.19,1,10,10,4
Student 6123,7123,0.99,6,12,14,1
Student 6124,7124,3.68,4,10,10,4
Student 6125,7125,3.89,1,11,5,5
Student 6126,7126,1.48,1,11,8,0
Student 6127,7127,4.07,4,12,9,1
Student 6128,7128,0.95,5,9,15,2
